VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
1880.87,COP,2013-07-23,23/07/2013
1886.06,COP,2013-07-24,24/07/2013
1891.02,COP,2013-07-25,25/07/2013
1887.4,COP,2013-07-26,26/07/2013
1886.26,COP,2013-07-27,29/07/2013
1888.95,COP,2013-07-30,30/07/2013
1890.33,COP,2013-07-31,31/07/2013
1795.21,COP,2013-08-02,8/2/2013
1803.65,COP,2013-08-03,8/3/2013
1827.13,COP,2013-08-05,8/5/2013
1898.8,COP,2013-08-06,11/6/2013
1885.19,COP,2013-08-10,8/10/2013
1924.87,COP,2013-08-11,8/11/2013
1868.9,COP,2013-08-13,13/08/2013
1882.36,COP,2013-08-14,14/08/2013
1883.15,COP,2013-08-15,15/08/2013
1901.03,COP,2013-08-16,16/08/2013
1907.06,COP,2013-08-17,20/08/2013
1922.73,COP,2013-08-21,21/08/2013
1929.75,COP,2013-08-22,22/08/2013
1921.99,COP,2013-08-23,23/08/2013
1911.16,COP,2013-08-24,26/08/2013
1922.96,COP,2013-08-27,27/08/2013
1938.26,COP,2013-08-28,28/08/2013
1939.85,COP,2013-08-29,29/08/2013
1943.04,COP,2013-08-30,30/08/2013
1935.43,COP,2013-08-31,3/9/2013
1771.31,COP,2013-09-01,9/1/2013
1790.61,COP,2013-09-02,11/2/2013
1800.45,COP,2013-09-03,11/3/2013
1817.66,COP,2013-09-04,9/4/2013
1830.7,COP,2013-09-05,9/5/2013
1926.84,COP,2013-09-07,9/7/2013
1877.23,COP,2013-09-08,9/8/2013
1889.17,COP,2013-09-10,9/10/2013
1932.77,COP,2013-09-11,12/11/2013
1919.25,COP,2013-09-13,13/09/2013
1919.54,COP,2013-09-14,16/09/2013
1917.03,COP,2013-09-17,17/09/2013
1914.12,COP,2013-09-18,18/09/2013
1911.3,COP,2013-09-19,19/09/2013
1887.3,COP,2013-09-20,20/09/2013
1889.12,COP,2013-09-21,23/09/2013
1892.89,COP,2013-09-24,24/09/2013
1888.14,COP,2013-09-25,25/09/2013
1893.42,COP,2013-09-26,26/09/2013
1899.1,COP,2013-09-27,27/09/2013
1914.65,COP,2013-09-28,30/09/2013
1767.96,COP,2013-10-01,10/1/2013
1813.11,COP,2013-10-04,10/4/2013
1833.07,COP,2013-10-05,10/5/2013
1920.12,COP,2013-10-07,10/7/2013
1873.92,COP,2013-10-08,12/8/2013
1946.06,COP,2013-10-09,10/9/2013
1894.06,COP,2013-10-10,10/10/2013
1932.71,COP,2013-10-12,10/12/2013
1883.7,COP,2013-10-16,16/10/2013
1880.91,COP,2013-10-17,17/10/2013
1879.48,COP,2013-10-18,18/10/2013
1879.88,COP,2013-10-19,21/10/2013
1885.52,COP,2013-10-22,22/10/2013
1879.46,COP,2013-10-23,23/10/2013
1883.14,COP,2013-10-24,24/10/2013
1882.11,COP,2013-10-25,25/10/2013
1882.34,COP,2013-10-26,28/10/2013
1884.43,COP,2013-10-29,29/10/2013
1883.42,COP,2013-10-30,30/10/2013
1884.06,COP,2013-10-31,31/10/2013
1761.5,COP,2013-11-01,11/1/2013
1821.2,COP,2013-11-04,11/4/2013
1834.83,COP,2013-11-05,14/05/2013
1920.24,COP,2013-11-07,11/7/2013
1935.55,COP,2013-11-09,11/9/2013
1885.84,COP,2013-11-10,11/10/2013
1933.52,COP,2013-11-12,11/12/2013
1928.96,COP,2013-11-13,13/11/2013
1932.03,COP,2013-11-14,14/11/2013
1929.24,COP,2013-11-15,15/11/2013
1919.89,COP,2013-11-16,18/11/2013
1915.37,COP,2013-11-19,19/11/2013
1919.2,COP,2013-11-20,20/11/2013
1923.19,COP,2013-11-21,21/11/2013
1932.42,COP,2013-11-22,22/11/2013
1929.13,COP,2013-11-23,25/11/2013
1926.99,COP,2013-11-26,26/11/2013
1926.74,COP,2013-11-27,27/11/2013
1928.25,COP,2013-11-28,29/11/2013
1931.88,COP,2013-11-30,2/12/2013
1762.38,COP,2013-12-01,14/01/2013
1784.71,COP,2013-12-02,12/2/2013
1801.2,COP,2013-12-03,12/3/2013
1823.84,COP,2013-12-04,12/4/2013
1907.12,COP,2013-12-06,12/6/2013
1910.79,COP,2013-12-07,12/7/2013
1923.64,COP,2013-12-09,12/9/2013
1883.65,COP,2013-12-10,15/10/2013
1935.61,COP,2013-12-12,12/12/2013
1935.89,COP,2013-12-13,13/12/2013
1930.87,COP,2013-12-14,16/12/2013
1934.95,COP,2013-12-17,17/12/2013
1936.14,COP,2013-12-18,18/12/2013
1945.6,COP,2013-12-19,19/12/2013
1943.46,COP,2013-12-20,20/12/2013
1935.93,COP,2013-12-21,23/12/2013
1925.45,COP,2013-12-24,24/12/2013
1922.76,COP,2013-12-25,26/12/2013
1921.22,COP,2013-12-27,27/12/2013
1922.56,COP,2013-12-28,30/12/2013
1926.83,COP,2013-12-31,2/1/2014
2021.1,COP,2014-01-02,3/2/2014
2046.75,COP,2014-01-03,3/3/2014
1969.45,COP,2014-01-04,1/4/2014
1933.46,COP,2014-01-05,2/5/2014
1878.75,COP,2014-01-08,1/8/2014
2022,COP,2014-01-10,1/10/2014
2061.92,COP,2014-01-11,4/11/2014
1924.79,COP,2014-01-14,14/01/2014
1932.59,COP,2014-01-15,15/01/2014
1941.45,COP,2014-01-16,16/01/2014
1947.15,COP,2014-01-17,17/01/2014
1957.86,COP,2014-01-18,21/01/2014
1981.98,COP,2014-01-22,22/01/2014
1983.48,COP,2014-01-23,23/01/2014
1993.23,COP,2014-01-24,24/01/2014
2000.48,COP,2014-01-25,27/01/2014
1997.91,COP,2014-01-28,28/01/2014
2000.56,COP,2014-01-29,29/01/2014
2013.17,COP,2014-01-30,30/01/2014
2008.26,COP,2014-01-31,31/01/2014
1966.02,COP,2014-02-04,2/4/2014
1865.42,COP,2014-02-07,2/7/2014
1873.65,COP,2014-02-08,4/8/2014
2025.75,COP,2014-02-10,2/10/2014
2252.36,COP,2014-02-12,2/12/2014
2031.75,COP,2014-02-13,13/02/2014
2032.99,COP,2014-02-14,14/02/2014
2022.68,COP,2014-02-15,18/02/2014
2028.54,COP,2014-02-19,19/02/2014
2042.22,COP,2014-02-20,20/02/2014
2052.46,COP,2014-02-21,21/02/2014
2043.96,COP,2014-02-22,24/02/2014
2042.67,COP,2014-02-25,25/02/2014
2045.45,COP,2014-02-26,26/02/2014
2053.11,COP,2014-02-27,27/02/2014
2054.9,COP,2014-02-28,28/02/2014
1938.89,COP,2014-03-01,3/1/2014
1963.51,COP,2014-03-04,3/4/2014
1926.3,COP,2014-03-05,5/5/2014
1856.73,COP,2014-03-07,3/7/2014
1931.49,COP,2014-03-09,3/9/2014
2021.49,COP,2014-03-10,3/10/2014
2293.47,COP,2014-03-12,3/12/2014
2047.59,COP,2014-03-13,13/03/2014
2044.48,COP,2014-03-14,14/03/2014
2044.58,COP,2014-03-15,17/03/2014
2035.16,COP,2014-03-18,18/03/2014
2034.86,COP,2014-03-19,19/03/2014
2017.38,COP,2014-03-20,20/03/2014
1998.6,COP,2014-03-21,21/03/2014
1993.85,COP,2014-03-22,25/03/2014
1978.63,COP,2014-03-26,26/03/2014
1973.03,COP,2014-03-27,27/03/2014
1965.64,COP,2014-03-28,28/03/2014
1965.32,COP,2014-03-29,31/03/2014
1936.92,COP,2014-04-01,7/1/2014
2039.85,COP,2014-04-02,4/2/2014
2052.51,COP,2014-04-03,4/3/2014
1966.4,COP,2014-04-04,4/4/2014
1899.74,COP,2014-04-06,4/6/2014
1848.91,COP,2014-04-07,7/7/2014
1924.67,COP,2014-04-09,4/9/2014
2026.2,COP,2014-04-10,6/10/2014
2286.03,COP,2014-04-12,4/12/2014
1926.47,COP,2014-04-15,15/04/2014
1932.42,COP,2014-04-16,16/04/2014
1930.62,COP,2014-04-17,21/04/2014
1921.75,COP,2014-04-22,22/04/2014
1929.66,COP,2014-04-23,23/04/2014
1936.63,COP,2014-04-24,24/04/2014
1936.07,COP,2014-04-25,25/04/2014
1942.37,COP,2014-04-26,28/04/2014
1936.13,COP,2014-04-29,29/04/2014
1935.14,COP,2014-04-30,30/04/2014
2041.34,COP,2014-05-02,5/2/2014
2047.75,COP,2014-05-03,5/3/2014
1951.85,COP,2014-05-04,7/4/2014
1897.7,COP,2014-05-06,5/6/2014
1878.68,COP,2014-05-08,5/8/2014
1931.45,COP,2014-05-09,5/9/2014
2076.99,COP,2014-05-11,5/11/2014
2284.24,COP,2014-05-12,5/12/2014
1904.85,COP,2014-05-13,13/05/2014
1919.7,COP,2014-05-14,14/05/2014
1925.31,COP,2014-05-15,15/05/2014
1927.8,COP,2014-05-16,16/05/2014
1925.41,COP,2014-05-17,19/05/2014
1921.16,COP,2014-05-20,20/05/2014
1920.41,COP,2014-05-21,21/05/2014
1911.33,COP,2014-05-22,22/05/2014
1905.8,COP,2014-05-23,23/05/2014
1905.53,COP,2014-05-24,27/05/2014
1917.34,COP,2014-05-28,28/05/2014
1910.8,COP,2014-05-29,29/05/2014
1905.96,COP,2014-05-30,30/05/2014
1900.64,COP,2014-05-31,3/6/2014
2048.75,COP,2014-06-02,6/2/2014
2045.14,COP,2014-06-03,6/3/2014
1923.07,COP,2014-06-05,6/5/2014
1892.08,COP,2014-06-06,6/6/2014
1892.35,COP,2014-06-08,6/8/2014
1935.25,COP,2014-06-09,8/9/2014
2081.24,COP,2014-06-11,6/11/2014
2304.12,COP,2014-06-12,9/12/2014
1877.18,COP,2014-06-13,13/06/2014
1877.37,COP,2014-06-14,16/06/2014
1886.62,COP,2014-06-17,17/06/2014
1899.9,COP,2014-06-18,18/06/2014
1895.92,COP,2014-06-19,19/06/2014
1881.34,COP,2014-06-20,20/06/2014
1884.56,COP,2014-06-21,24/06/2014
1886.85,COP,2014-06-25,25/06/2014
1880.37,COP,2014-06-26,26/06/2014
1886.01,COP,2014-06-27,27/06/2014
1881.19,COP,2014-06-28,1/7/2014
2049.52,COP,2014-07-02,7/2/2014
2030.02,COP,2014-07-03,7/3/2014
1918.2,COP,2014-07-05,7/5/2014
1886.09,COP,2014-07-06,9/6/2014
1888.51,COP,2014-07-08,8/8/2014
2028.03,COP,2014-07-10,7/10/2014
2086.86,COP,2014-07-11,7/11/2014
1857.93,COP,2014-07-15,15/07/2014
1867.88,COP,2014-07-16,16/07/2014
1868.41,COP,2014-07-17,17/07/2014
1872.27,COP,2014-07-18,18/07/2014
1871.87,COP,2014-07-19,21/07/2014
1861.28,COP,2014-07-22,22/07/2014
1848.98,COP,2014-07-23,23/07/2014
1847.85,COP,2014-07-24,24/07/2014
1846.12,COP,2014-07-25,25/07/2014
1848.56,COP,2014-07-26,28/07/2014
1850.61,COP,2014-07-29,29/07/2014
1853.3,COP,2014-07-30,30/07/2014
1872.43,COP,2014-07-31,31/07/2014
1930.45,COP,2014-08-01,8/1/2014
2046.06,COP,2014-08-02,10/2/2014
2036.2,COP,2014-08-03,10/3/2014
1937.59,COP,2014-08-04,8/4/2014
1912.97,COP,2014-08-05,8/5/2014
1849.28,COP,2014-08-07,8/7/2014
2026.9,COP,2014-08-10,8/10/2014
2103.25,COP,2014-08-11,10/11/2014
1877.4,COP,2014-08-13,13/08/2014
1883.33,COP,2014-08-14,14/08/2014
1877.77,COP,2014-08-15,15/08/2014
1884.81,COP,2014-08-16,19/08/2014
1894.27,COP,2014-08-20,20/08/2014
1912.43,COP,2014-08-21,21/08/2014
1919.84,COP,2014-08-22,22/08/2014
1924.4,COP,2014-08-23,25/08/2014
1932.39,COP,2014-08-26,26/08/2014
1928.67,COP,2014-08-27,27/08/2014
1926.92,COP,2014-08-28,28/08/2014
1935.04,COP,2014-08-29,29/08/2014
1918.62,COP,2014-08-30,2/9/2014
1933.24,COP,2014-09-01,9/1/2014
1923.95,COP,2014-09-04,9/4/2014
1902.15,COP,2014-09-05,9/5/2014
1854.24,COP,2014-09-07,9/7/2014
1891.59,COP,2014-09-08,11/8/2014
1942.03,COP,2014-09-09,9/9/2014
2040.31,COP,2014-09-10,9/10/2014
1994.97,COP,2014-09-13,15/09/2014
1987.71,COP,2014-09-16,16/09/2014
1978.08,COP,2014-09-17,17/09/2014
1975.47,COP,2014-09-18,18/09/2014
1975.42,COP,2014-09-19,19/09/2014
1966.89,COP,2014-09-20,22/09/2014
1992.68,COP,2014-09-23,23/09/2014
1997.91,COP,2014-09-24,24/09/2014
2007.48,COP,2014-09-25,25/09/2014
2019.76,COP,2014-09-26,26/09/2014
2023.89,COP,2014-09-27,29/09/2014
2028.48,COP,2014-09-30,30/09/2014
1934.88,COP,2014-10-01,10/1/2014
1931.09,COP,2014-10-04,10/4/2014
1901.51,COP,2014-10-05,12/5/2014
1883.76,COP,2014-10-06,10/6/2014
1859.94,COP,2014-10-07,10/7/2014
1962.84,COP,2014-10-09,10/9/2014
2041.71,COP,2014-10-10,10/10/2014
2350.01,COP,2014-10-12,10/12/2014
2049.66,COP,2014-10-15,15/10/2014
2057.7,COP,2014-10-16,16/10/2014
2074.4,COP,2014-10-17,17/10/2014
2064.43,COP,2014-10-18,20/10/2014
2065.82,COP,2014-10-21,21/10/2014
2048.44,COP,2014-10-22,22/10/2014
2049.9,COP,2014-10-23,23/10/2014
2053.39,COP,2014-10-24,24/10/2014
2065.38,COP,2014-10-25,27/10/2014
2069.72,COP,2014-10-28,28/10/2014
2055.43,COP,2014-10-29,29/10/2014
2044.55,COP,2014-10-30,30/10/2014
2050.52,COP,2014-10-31,31/10/2014
1926.55,COP,2014-11-01,13/01/2014
2048.55,COP,2014-11-02,11/2/2014
2042.78,COP,2014-11-03,11/3/2014
1920.93,COP,2014-11-04,11/4/2014
1884.97,COP,2014-11-06,11/6/2014
1858.47,COP,2014-11-07,11/7/2014
1975.82,COP,2014-11-09,11/9/2014
2052.96,COP,2014-11-10,14/10/2014
2103.12,COP,2014-11-11,12/11/2014
2381.96,COP,2014-11-12,11/12/2014
2115.59,COP,2014-11-13,13/11/2014
2133.03,COP,2014-11-14,14/11/2014
2160.47,COP,2014-11-15,18/11/2014
2158.58,COP,2014-11-19,19/11/2014
2156.73,COP,2014-11-20,20/11/2014
2156.93,COP,2014-11-21,21/11/2014
2142.02,COP,2014-11-22,24/11/2014
2158.12,COP,2014-11-25,25/11/2014
2162.15,COP,2014-11-26,26/11/2014
2165.15,COP,2014-11-27,28/11/2014
2206.19,COP,2014-11-29,1/12/2014
2041.61,COP,2014-12-02,12/2/2014
2043.59,COP,2014-12-03,12/3/2014
1927.28,COP,2014-12-04,14/04/2014
1884.63,COP,2014-12-06,12/6/2014
1852.57,COP,2014-12-07,14/07/2014
1881.62,COP,2014-12-08,12/8/2014
1979.97,COP,2014-12-09,12/9/2014
2423.56,COP,2014-12-12,12/12/2014
2405.31,COP,2014-12-13,15/12/2014
2414.39,COP,2014-12-16,16/12/2014
2446.35,COP,2014-12-17,17/12/2014
2412.79,COP,2014-12-18,18/12/2014
2334.98,COP,2014-12-19,19/12/2014
2297.14,COP,2014-12-20,22/12/2014
2316.93,COP,2014-12-23,23/12/2014
2342.57,COP,2014-12-24,24/12/2014
2346.9,COP,2014-12-25,26/12/2014
2358.46,COP,2014-12-27,29/12/2014
2378.56,COP,2014-12-30,30/12/2014
2392.46,COP,2014-12-31,2/1/2015
2598.36,COP,2015-01-04,1/4/2015
2393.58,COP,2015-01-05,4/5/2015
2598.68,COP,2015-01-07,1/7/2015
2862.51,COP,2015-01-08,3/8/2015
3079.97,COP,2015-01-09,1/9/2015
3086.75,COP,2015-01-10,1/10/2015
3142.11,COP,2015-01-12,1/12/2015
2442.03,COP,2015-01-14,14/01/2015
2438.79,COP,2015-01-15,15/01/2015
2398.91,COP,2015-01-16,16/01/2015
2383.91,COP,2015-01-17,20/01/2015
2373.44,COP,2015-01-21,21/01/2015
2361.54,COP,2015-01-22,22/01/2015
2370.75,COP,2015-01-23,23/01/2015
2386.5,COP,2015-01-24,26/01/2015
2386.28,COP,2015-01-27,27/01/2015
2381.11,COP,2015-01-28,28/01/2015
2362.42,COP,2015-01-29,29/01/2015
2397.35,COP,2015-01-30,30/01/2015
2441.1,COP,2015-01-31,2/2/2015
2576.41,COP,2015-02-04,6/4/2015
2549.29,COP,2015-02-06,2/6/2015
2626.8,COP,2015-02-07,2/7/2015
3093.64,COP,2015-02-09,2/9/2015
3061.85,COP,2015-02-10,2/10/2015
3131.95,COP,2015-02-12,2/12/2015
2401.03,COP,2015-02-13,13/02/2015
2376.23,COP,2015-02-14,17/02/2015
2416.37,COP,2015-02-18,18/02/2015
2429.71,COP,2015-02-19,19/02/2015
2445.16,COP,2015-02-20,20/02/2015
2455.54,COP,2015-02-21,23/02/2015
2489.81,COP,2015-02-24,24/02/2015
2500.59,COP,2015-02-25,25/02/2015
2489.41,COP,2015-02-26,26/02/2015
2484.58,COP,2015-02-27,27/02/2015
2496.99,COP,2015-02-28,2/3/2015
2383.37,COP,2015-03-01,5/1/2015
2407.29,COP,2015-03-02,3/2/2015
2522.03,COP,2015-03-03,3/3/2015
2554.44,COP,2015-03-06,3/6/2015
2623.91,COP,2015-03-07,3/7/2015
3142.34,COP,2015-03-09,3/9/2015
3034.9,COP,2015-03-10,5/10/2015
3166.67,COP,2015-03-12,3/12/2015
2610.08,COP,2015-03-13,13/03/2015
2661.52,COP,2015-03-14,16/03/2015
2675.08,COP,2015-03-17,17/03/2015
2677.97,COP,2015-03-18,18/03/2015
2651.49,COP,2015-03-19,19/03/2015
2613.38,COP,2015-03-20,20/03/2015
2587.71,COP,2015-03-21,24/03/2015
2526.79,COP,2015-03-25,25/03/2015
2535.55,COP,2015-03-26,26/03/2015
2551.3,COP,2015-03-27,27/03/2015
2556.85,COP,2015-03-28,30/03/2015
2576.05,COP,2015-03-31,31/03/2015
2374.72,COP,2015-04-02,4/2/2015
2555.08,COP,2015-04-03,4/3/2015
2571.92,COP,2015-04-06,4/6/2015
2642.97,COP,2015-04-07,6/7/2015
2902.98,COP,2015-04-08,4/8/2015
3119.93,COP,2015-04-09,4/9/2015
2825.25,COP,2015-04-11,4/11/2015
3149.12,COP,2015-04-12,4/12/2015
2537.33,COP,2015-04-14,14/04/2015
2550.83,COP,2015-04-15,15/04/2015
2534.63,COP,2015-04-16,16/04/2015
2493.93,COP,2015-04-17,17/04/2015
2495.01,COP,2015-04-18,20/04/2015
2487.07,COP,2015-04-21,21/04/2015
2469.03,COP,2015-04-22,22/04/2015
2488.5,COP,2015-04-23,23/04/2015
2471.21,COP,2015-04-24,24/04/2015
2461.17,COP,2015-04-25,27/04/2015
2419.81,COP,2015-04-28,28/04/2015
2393.42,COP,2015-04-29,29/04/2015
2388.06,COP,2015-04-30,30/04/2015
2381.91,COP,2015-05-02,5/2/2015
2565.9,COP,2015-05-03,5/3/2015
2408.17,COP,2015-05-05,5/5/2015
2588.56,COP,2015-05-06,5/6/2015
2906.95,COP,2015-05-08,5/8/2015
3113.55,COP,2015-05-09,8/9/2015
2819.63,COP,2015-05-11,5/11/2015
3179.22,COP,2015-05-12,7/12/2015
2386.77,COP,2015-05-13,13/05/2015
2377.87,COP,2015-05-14,14/05/2015
2389.49,COP,2015-05-15,15/05/2015
2417.01,COP,2015-05-16,19/05/2015
2475.45,COP,2015-05-20,20/05/2015
2503.37,COP,2015-05-21,21/05/2015
2489.39,COP,2015-05-22,22/05/2015
2500.22,COP,2015-05-23,26/05/2015
2542.53,COP,2015-05-27,27/05/2015
2548.13,COP,2015-05-28,28/05/2015
2549.97,COP,2015-05-29,29/05/2015
2533.79,COP,2015-05-30,1/6/2015
2412.82,COP,2015-06-01,6/1/2015
2384.53,COP,2015-06-02,6/2/2015
2543.47,COP,2015-06-03,6/3/2015
2386.72,COP,2015-06-05,6/5/2015
2623.66,COP,2015-06-06,9/6/2015
2945.97,COP,2015-06-08,6/8/2015
2971.15,COP,2015-06-10,6/10/2015
2853.32,COP,2015-06-11,6/11/2015
2535.91,COP,2015-06-13,16/06/2015
2531.72,COP,2015-06-17,17/06/2015
2550.43,COP,2015-06-18,18/06/2015
2528.85,COP,2015-06-19,19/06/2015
2548.2,COP,2015-06-20,22/06/2015
2537.68,COP,2015-06-23,23/06/2015
2550.74,COP,2015-06-24,24/06/2015
2566.66,COP,2015-06-25,25/06/2015
2556.21,COP,2015-06-26,26/06/2015
2585.11,COP,2015-06-27,30/06/2015
2452.11,COP,2015-07-01,7/1/2015
2384.76,COP,2015-07-02,9/2/2015
2565.61,COP,2015-07-03,9/3/2015
2522.71,COP,2015-07-04,7/4/2015
2362.41,COP,2015-07-05,7/5/2015
2665.41,COP,2015-07-07,7/7/2015
2955.31,COP,2015-07-08,10/8/2015
2913.74,COP,2015-07-10,7/10/2015
2896.19,COP,2015-07-11,9/11/2015
2693.54,COP,2015-07-14,14/07/2015
2688.2,COP,2015-07-15,15/07/2015
2713.04,COP,2015-07-16,16/07/2015
2727.23,COP,2015-07-17,17/07/2015
2751.88,COP,2015-07-18,21/07/2015
2765.1,COP,2015-07-22,22/07/2015
2790.26,COP,2015-07-23,23/07/2015
2807.36,COP,2015-07-24,24/07/2015
2857.46,COP,2015-07-25,27/07/2015
2854.13,COP,2015-07-28,28/07/2015
2855.44,COP,2015-07-29,29/07/2015
2855.32,COP,2015-07-30,30/07/2015
2866.04,COP,2015-07-31,31/07/2015
2434.31,COP,2015-08-01,8/1/2015
2518.05,COP,2015-08-04,8/4/2015
2369.23,COP,2015-08-05,8/5/2015
2690.15,COP,2015-08-07,8/7/2015
2891.91,COP,2015-08-10,8/10/2015
3287.03,COP,2015-08-12,9/12/2015
2937.63,COP,2015-08-13,13/08/2015
2966.12,COP,2015-08-14,14/08/2015
2983.12,COP,2015-08-15,18/08/2015
3003.35,COP,2015-08-19,19/08/2015
3027.2,COP,2015-08-20,20/08/2015
3053.65,COP,2015-08-21,21/08/2015
3102.6,COP,2015-08-22,24/08/2015
3208.37,COP,2015-08-25,25/08/2015
3194.24,COP,2015-08-26,26/08/2015
3238.51,COP,2015-08-27,27/08/2015
3195.47,COP,2015-08-28,28/08/2015
3101.1,COP,2015-08-29,31/08/2015
2405.03,COP,2015-09-01,9/1/2015
2490.9,COP,2015-09-04,9/4/2015
2360.58,COP,2015-09-05,11/5/2015
2690.79,COP,2015-09-07,9/7/2015
3138.46,COP,2015-09-09,9/9/2015
2887.21,COP,2015-09-10,9/10/2015
3032.59,COP,2015-09-15,15/09/2015
3025.28,COP,2015-09-16,16/09/2015
2989.04,COP,2015-09-17,17/09/2015
2975.13,COP,2015-09-18,18/09/2015
2984.9,COP,2015-09-19,21/09/2015
3001.68,COP,2015-09-22,22/09/2015
3065.74,COP,2015-09-23,23/09/2015
3099.28,COP,2015-09-24,24/09/2015
3135.17,COP,2015-09-25,25/09/2015
3080.44,COP,2015-09-26,28/09/2015
3096.98,COP,2015-09-29,29/09/2015
3121.94,COP,2015-09-30,30/09/2015
2406.71,COP,2015-10-01,13/01/2015
2371.31,COP,2015-10-02,10/2/2015
2592.86,COP,2015-10-03,10/3/2015
2494.77,COP,2015-10-04,10/4/2015
2569.17,COP,2015-10-06,10/6/2015
2670.79,COP,2015-10-07,10/7/2015
3105.4,COP,2015-10-09,10/9/2015
2855.74,COP,2015-10-10,13/10/2015
2921.15,COP,2015-10-11,10/11/2015
3294.02,COP,2015-10-12,10/12/2015
2910.7,COP,2015-10-14,14/10/2015
2928.69,COP,2015-10-15,15/10/2015
2908.87,COP,2015-10-16,16/10/2015
2879.89,COP,2015-10-17,19/10/2015
2912.99,COP,2015-10-20,20/10/2015
2929.19,COP,2015-10-21,21/10/2015
2966.68,COP,2015-10-22,22/10/2015
2925.36,COP,2015-10-23,23/10/2015
2912.08,COP,2015-10-24,26/10/2015
2918.21,COP,2015-10-27,27/10/2015
2950.87,COP,2015-10-28,28/10/2015
2926.75,COP,2015-10-29,29/10/2015
2921.32,COP,2015-10-30,30/10/2015
2897.83,COP,2015-10-31,3/11/2015
2380.79,COP,2015-11-02,11/2/2015
2618.79,COP,2015-11-03,11/3/2015
2516.08,COP,2015-11-04,13/04/2015
2523,COP,2015-11-06,11/6/2015
2667.37,COP,2015-11-07,13/07/2015
2913.45,COP,2015-11-08,11/8/2015
3080.57,COP,2015-11-09,11/9/2015
2935.86,COP,2015-11-11,12/11/2015
3259.56,COP,2015-11-12,11/12/2015
3009.36,COP,2015-11-13,13/11/2015
3073.23,COP,2015-11-14,17/11/2015
3069.24,COP,2015-11-18,18/11/2015
3108.7,COP,2015-11-19,19/11/2015
3082.04,COP,2015-11-20,20/11/2015
3047.31,COP,2015-11-21,23/11/2015
3086.82,COP,2015-11-24,24/11/2015
3074.35,COP,2015-11-25,25/11/2015
3099.75,COP,2015-11-26,27/11/2015
3101.1,COP,2015-11-28,30/11/2015
2416.61,COP,2015-12-02,12/2/2015
2633.65,COP,2015-12-03,12/3/2015
2381.53,COP,2015-12-05,12/5/2015
2538.55,COP,2015-12-06,12/6/2015
2943.97,COP,2015-12-08,12/8/2015
3012.96,COP,2015-12-09,14/09/2015
3299.36,COP,2015-12-12,14/12/2015
3356,COP,2015-12-15,15/12/2015
3328.08,COP,2015-12-16,16/12/2015
3317.72,COP,2015-12-17,17/12/2015
3333.37,COP,2015-12-18,18/12/2015
3337.68,COP,2015-12-19,21/12/2015
3332.7,COP,2015-12-22,22/12/2015
3307.24,COP,2015-12-23,23/12/2015
3255.19,COP,2015-12-24,24/12/2015
3172.03,COP,2015-12-25,28/12/2015
3180.87,COP,2015-12-29,29/12/2015
3155.22,COP,2015-12-30,30/12/2015
3149.47,COP,2015-12-31,4/1/2016
3319.8,COP,2016-01-03,1/3/2016
3000.63,COP,2016-01-04,1/4/2016
3089.65,COP,2016-01-06,1/6/2016
2919.01,COP,2016-01-07,1/7/2016
2956.53,COP,2016-01-09,1/9/2016
2880.08,COP,2016-01-10,3/10/2016
2998.55,COP,2016-01-11,1/11/2016
3085.6,COP,2016-01-12,1/12/2016
3246.51,COP,2016-01-13,13/01/2016
3235.45,COP,2016-01-14,14/01/2016
3240.71,COP,2016-01-15,15/01/2016
3293.94,COP,2016-01-16,19/01/2016
3297.46,COP,2016-01-20,20/01/2016
3357.67,COP,2016-01-21,21/01/2016
3368.49,COP,2016-01-22,22/01/2016
3281.74,COP,2016-01-23,25/01/2016
3362.38,COP,2016-01-26,26/01/2016
3375.8,COP,2016-01-27,27/01/2016
3366.63,COP,2016-01-28,28/01/2016
3302.92,COP,2016-01-29,29/01/2016
3287.31,COP,2016-01-30,1/2/2016
3326.82,COP,2016-02-02,2/2/2016
3268.86,COP,2016-02-03,2/3/2016
3038.48,COP,2016-02-04,4/4/2016
3117.83,COP,2016-02-06,2/6/2016
2914.38,COP,2016-02-07,5/7/2016
3090.28,COP,2016-02-08,2/8/2016
2986.36,COP,2016-02-09,2/9/2016
3026.68,COP,2016-02-11,2/11/2016
3068.34,COP,2016-02-12,2/12/2016
3409.82,COP,2016-02-13,16/02/2016
3406.87,COP,2016-02-17,17/02/2016
3391.87,COP,2016-02-18,18/02/2016
3338.03,COP,2016-02-19,19/02/2016
3356.78,COP,2016-02-20,22/02/2016
3314.24,COP,2016-02-23,23/02/2016
3322.54,COP,2016-02-24,24/02/2016
3341.69,COP,2016-02-25,25/02/2016
3310.16,COP,2016-02-26,26/02/2016
3306,COP,2016-02-27,29/02/2016
3387.69,COP,2016-03-02,3/2/2016
3205.6,COP,2016-03-03,3/3/2016
2833.78,COP,2016-03-05,3/5/2016
3110.88,COP,2016-03-06,3/6/2016
3084.81,COP,2016-03-08,3/8/2016
2957.56,COP,2016-03-09,6/9/2016
3070.54,COP,2016-03-11,3/11/2016
3061.04,COP,2016-03-12,5/12/2016
3175.95,COP,2016-03-15,15/03/2016
3175.88,COP,2016-03-16,16/03/2016
3155.9,COP,2016-03-17,17/03/2016
3087.39,COP,2016-03-18,18/03/2016
3065.79,COP,2016-03-19,22/03/2016
